date,Timestamp,reviews,star,response
"Mar 2, 17 4:36",02/03/17,"Actually I live in jogeshwari and this bank of jaipur and bikaner is providing very cheap customer service.

I visited to exchange my torned notes and I have also searched that this is the branch which is approved by the reserve bank of India for exchanging old and torned notes .

It is a currency chest.

But when I asked for help no body responded positvely and said there is no such facility here and also the officer was not talking in proper way in which he should.

Cheap and abusive tone he used.

Over all bad customer service. And it is not good for the reputation of government aided banks in India.

Please don't approach this bank for any help.",1,-2
"Mar 9, 17 5:08",09/03/17,Benefit gave by the state bank of bikaner and jaipur is can named as marvelous. Their client administration is dependable and client can confide in the bank. State bank of bikaner and jaipur did not give the administrations like the private bank but rather the thing that matter is unwavering quality. Im a client of it and im satisfied.State Bank Rewardz is a Devotion Program propelled for State Bank Amass Check card clients. At State Bank Rewardz . State Bank Rewardz is State Bank Gathering's Dedication Program for State Bank Platinum card holders.,5,2
"Mar 10, 17 6:28",10/03/17,This is a govt bank which branches are over crowded only due to lezzy staff. Because of they are govt employee and they seems that they are the owner of bank. Once I have applied for personal loan but they do not accepted my document and they pressurised me to buy a sbi life insurance policy. Totally courrepted and lezzy ( kamchor) persons.Privatisation is the only way to give back this bank his old glory.,2,-1
"Mar 18, 17 12:10",18/03/17,"I had recently open an account in SBOP. Since my documents were complete the total time to create the account was 15 minitus. I mean where else you can create a bank account so easily and fast.

The hospitality of the bank employe is best.

They treat each and every customer equally. There is no paritality in the service.

They are so friendly that they clear each and every doubt of the customer.

Moreover my experiance with SBOP has been greet. If you want to create a bank account I would recommend you to try SBOP.

Hope you all get the same experiance as I had??",4,1
"Mar 29, 17 6:39",29/03/17,"Hi I am Sidhartha Singh and today I am writing a review about an Indian bank, specifically I am talking about state bank of Patiala. The place where I am living right now have its branch and I have to say the services are very bad in this branch. The staff is just not willing to listen to you neither they are willing to work, most of the time the printer over there is not working and they don't print passbook entries. I have to go multiple times to get the details of my account transaction printed in my passbook. I have opened my account 6 months ago and till now the internet banking services are not activated on my account. Moreover the mobile banking service is also not reliable. I can not trust their service. Sometimes they send message for even a 1 ruppee transaction and sometime they won't send notification for a bigger amount. I am really frustated by this bank. Staff is only procrastinating their work or telling me that she/he will so it not him. Even the manager is very pathetic he keeps on revolving in the office and when someone asks him about the service he is pointing to some individual that's it. Worst banking services. ATM service are Ok but customer services are bad",1,-2
"Apr 8, 17 11:23",08/04/17,"State bank of patiala is not a good bank as compare to Punjab National Bank .State bank of patiala some time does not offer A. T. M.by hand ( Because this is happen with me . ) but Punjab National Bank provide us A. T. M. By hand . The other reason for neglecting or say bad thing about the State Bank of Patiala is that , they said that they sent their A. T. M. Card to their home address but this is not happening because I am waiting during 3 year but there is no card come on my address . I filld form 3 time for A. T. M. This is happen with me at AwahDevi bank located at District mandi . H. P.",1,-2
"Apr 10, 17 9:58",10/04/17,"IAM A CUSTOMER OF STATE BANK OF HYDERABAD.THEY HAVE NO RESPECT TOWARDS THE CUSTOMERS, THE RESPONSE OF STAFF IS VERY BAD.THEY NEVER GIVE PROPER INFORMATION TO THE CUSTOMER ABOUT A ISSUE.THEY EVEN NEVER GIVE A PROPER INFORMATION TO THE CUSTOMER.STATE BANK OF HYDERABAD IN SHAMIRPET IS VERY VERY BAD, THE STAFF IS VERY RUDE TOWARDS CUSTOMERS",1,-2
"Apr 13, 17 9:35",13/04/17,"State bank of patiala which is one of biggest public sector bank of india usually gives a poor service to their coustmors as they will do your work only if someone of your known or someone who knows the employee.

As I am sharing my personsl experience.it was the pension case of my mom as we prepared the file from the office and office dept said they would sent this file to your bank so that after verifying the documents pension will come into your bank account usually it takes 10 days for a file to be processed from office to bank.then we went to the bank after 15 days, we met the officer who handles all the pension cases as I asked him that sir one pension of this name came to you he even did not look at me and said abhi nhi aya kal pta krna I was like what is happening that person even did not look at me and without checking any documents he said no.

So we went back and next day we came in the morning.he was doing some work and I politly asked him that sir could you plz check the file if they reached you or not he now looked at me and said nhi ayi hai kl pta krna.I was so bemused that he did not check again said no.then my mom said lets go to the office and confirmed from them whether the sent the file to bank or not then we immedaitly went to the office and met the clerk who sent the files he checked his register and said that yes I already sent it to the next day the file must be in bank.

I was very angry at that time the officier absurdity was saying no to us.we immedaitly rushed to the bank and I was angry so I said wahan se file aa gyi hai aap check kro.he looked at me may be he knew that I was in angry mood so he said haan abhi kch files ayi hai dekhta ho naam batao haan aa gyi.we signed the documents and went back.So its very bad experience Now sbop merged with sbi but who cares staff would remain same and only bank board changes not the hearts of people like them who just enjoys while harassing the coustmors",1,-2
"Apr 17, 17 3:04",17/04/17,I am a customer of sbt thrikadavoor branch. One of the lady staff is so rude. I had to apply for atm card. After filling the form I stood on the queue.But this lady collected others cheques or other forms but she didnt took mine. After seeing my situation even one of the customer took mine and gave it to her. Then also her response was same. After standing there of some time she took my form and kept there. There was no other procedure. I felt so frustated.,1,-2
"Apr 20, 17 5:01",20/04/17,"Hi Friends, I would like to share my opinions about this bank.Its been more then 20 years I have an account with this bank. My account was opened when I was just 8, entire my family holds an account with SBM Bank in Vadagoan Belgaum Branch. The worst part is staff members working there are so lazy, they just want customers to wait until they finish all their stupid talks. Staff members are too old and they hardly work. I would request Govt to take a better action as the staff members are not at all help full. Specially when it comes to helping the old person coming to collect his / her pension, If the old women or man is not able to fill the withdrawal slip and when ask staff members to help, these staff members make faces and directly deny to help.I have seen these kind of issues more then 10 times.

Next is the online banking service is not at all user friendly, U cannot withdraw more then 20k by cheque in a different branch, they will ask you to go the home branch where you have opened the account. My mother also faced lot of problems with this bank, my entire family is not at all happy with the services. I will be closing all the account probably when I visit my native in next month.

I request people who are reading my feedback not to open an account in SBM, as these people are useless and there is no humanity in them.

All the staff members of SBM in Vadagaon Belgaum branch should be fired as they don't deserve being there. They don't know how to treat customers, very dominating people I have ever seen.",1,-2
"Apr 22, 17 8:37",22/04/17,"State bank of Hyderabad is the undertaking bank of state bank of India which is under our central government.I have a archive in states nv sbi of Hyderabad since 2013. And my bank have internet banking facility. I have a internet banking account. Recently I tried to transfer the amount to my friend through imps service. Actually imps is instant money payment service which transfers the money fraction of seconds. But my imps transaction was showed that the transaction ID showing as pending. But the money was debited was debited. If the money us not debit trees, I tried it for one more time. But Iam in urgent condition to transfer the money. I contacted the branch people also. They were helpless and told me that the transaction will completes in one more day. I felt very bad after their customer care consultation. Then I decided to close the account in state bank of Hyderabad. At lastly I received the amount in my account after 2 days. It is the very bad thing. I don't recommend such situation in the bank.",1,-2
"Apr 26, 17 3:57",26/04/17,"My account in the state bank of bikaner and jaipur .

When I go to saving account in the bank that all not lestion me . one day asked by homeloan at the bank

They not notify me . So I saw that all employees is not duty in the bank . once time I asked the account balance in my account they not telling me this statement and I was very eritating all the employer. .so this bank not service provided all costumers .this bankers are very lazzy and useless . At last I am deleted my account this bank .",1,-2
"Apr 29, 17 4:34",29/04/17,Please don't open the account the bank are very bad bank not issue the atm card this bank is the very bad please friends dont open the account on his bank bank are late the payment in which the chque the bank is very very bad bank not issuing the security gaurd and atm only open the 4hour the bank are the small bank,1,-2
"May 15, 17 8:11",15/05/17,"This is a fully wrost bank. I have open account in this bank 1 years ago that time I froget to add my mobile number in bank account.

last month I was visit state bank of patiala branch. I told customer care I want to resigter my mobile number with my account. He said that fill a form. I have fill the form and subment them.

But my mobile number not resigter with my account.

3 days ago I am visit agian in there branch. He was told me agian that fill a form agian. when I asked them where is my old form.

He told me that they form was lost.

Anyway I sumbment form again but after 3 days my mobile number not resigter with my account.

Very very bad service by this bank.

Internet banking also very bad. when I was visit there website and try to resgisterd on there website. Always show your session was expiry

I sugguest you do not open account in this bank.",1,-2
"May 27, 17 10:15",27/05/17,"I am an account holder of SBT since 2 yrs.back in 2015 the company I was working with, opened a salary account of mine in this bank.it was a very first bank account of me so I was very amature to deal with banks.later on I transferred my account to sb account.

Service & support.

This is newly opened in our area.so obviously its not so crowded.even at the time of demonitization it took me less than hour for every transaction I needed.

Bank guys are nice & kind.they help on whatever you want.

But the back office guy is really rude anyway I dont have to so anything with him.

Atm availability.

So obvious that sbt is not so famous here so they dont have many atm outlets, but any state bank atm can be used & facilities of sbt like 5 fees free transactions can be taken.

Internet banking.

Internet banking has the same portal that a sbi has.

Its easy to use.

Iam noy friendly with state bank apps. Buy heard lot of good things regarding these apps.

So big hands on to sbt.",4,1
"Jun 5, 17 5:48",05/06/17,"State Bank of Patiala was one of the biggest bank now merged in sbi.now every employee has the account in this bank.but the staff of this bank does not conduct a good behaviour with coustmors as they harass the coustmors.

As we have a account in this bank n we just gave the cheque of this bank to our car insurance company but did not how they wrote wrong account number the money was deducted from my account but did not credited to the insurance company may be amount struck in banks dummy account.

So company called us that they did not get the payment n said that comfirmed from the bank where the payment is so I went to the bank first 2 days they said we have lot of work can mot attend you come on sat then I went to sat n met dept chief manager but he too did not tell me anything hardly it takes only 1 min to comfrm the amount is in dummy account or not but some few people just spoiled the image of bank n till now I did not know where is my payment so bad service really",1,-2
"Jun 7, 17 11:42",07/06/17,"State bank of patiala(SBP) is one of the branch of State of india(SBI). But it doesn't provide us with the service we expected. The charges for mobile alerts and transactions are seemed more than other banks .The staff in my locality SBP branch is not so impressive, they don't provide proper guidence. Last year my account was attached with some kind of government Bima yojana's, which I didn't wanted to have, but bank didn't closed that yojana attached top my account, which I am still paying unwillingly. ITs better not to open account in this bank.",2,-1
"Jun 8, 17 9:51",08/06/17,"State bank of hyderabad its not a private bank this is a public bank .

Phobe banking

The state bank of hyderabad is providing phone banking to their customers its use fon mull to increase their capability in socity to paticipate in race with other banks.

Atm availability

Actually this bank has one atm only available to me in my city some times we face problems because atm s are not available more, .

Internet banking

Inernet banking is available not bad service is available .

Cistomer service is oknot bad .",2,-1
"Jun 8, 17 11:00",08/06/17,"I have account in this bank. This bank very slow process to giving response for customers, now this bank merge with state Bank of India. In this bank I am old customer, now some changes in bank, many apps provided. By using mobiles can account transfers and startup app many apps provide by the customers. Nowadays many changes in opening bank accounts on sbi. Maintain minimum balance 500.in bank. You can not maintain minimum balance in sbi you can pay additional charge for bank. Nowadays I don't now changes so I am trouble for few days.",2,-1
"Jun 11, 17 4:20",11/06/17,"Stat bank of hyderabad is a sub branch of state bank of india, my father has his account in this bank from last 3 years.

So this review help you to get the detail information of this bank.



Phone Banking: The phone banking feature if this bank is grate which help me to get the account enquire and mini statements on on e click.



ATM Availability: This bank has a good reach all over the world so its ATM'S are availabe in every major cities but they are not operatable. Out of available 50% are not working.



Internet Banking: Its internet banking is very helpful and convenient for doing online banking from everywhere at any time.



Customer Service: There customers services are one of the worst service whicg I have ever expeexperienced. The staff is very lazy and not providing any help to there customers.





No staff member is looking for there customers.

I went there to clear by fathers check but no one is performing there work.

Finally is will say thar this bank is average in its performance and its customer services are very poor.

Thanks.",2,-1
"Jun 15, 17 8:52",15/06/17,"PHONE BANKING - phone banking only called customer phone banking bank branch friends that time I do not use phone banking for sbbj . firstly phone banking application not available in android and ios version and some time later discovered application for state buddy but it is not good application its application copy for paytm, freerecharge does not shows my bank balances I hate the application and PAYTM through money transfer other account some money cut in my account I do not like application .

ATM AVAILABILITY - ATM availability yes, atm availability is good many atm branch any place but atm are not proper working in any place many time damage, many time moeney not available in atm .

INTERNET BANKING - internet banking is good but I do not used internet banking and just some month after my account to cut 135 rs . I am going to sbbj branch called me you was using internet banking what is this so I do not like

CUSTOMER SERVICE- customer services is best behavior is good but some employer are told worstlly customer and angry on customer .",1,-2
"Jun 19, 17 2:05",19/06/17,"Dear friends, we know that in our india many and many banks available for account opening.

more than in this bank my friend account also available.

am gone to in this bank with my friend, in the bank big crowed and bank employees not found at.

some employees eating and talking on mobile and some employees working good.

but more than employees not working anything, this bank charges and interest is very high.

and bank atm services and phone services not so much good compare then other banks services.",1,-2
"Jun 21, 17 11:18",21/06/17,"Hello friends I have my account in state bank of Hyderabad.

State bank of Hyderabad is a branch of state bank of India.

For the last two and a half year, I have my account in state bank of Hyderabad.

However I use this account very little, reason for its customer service.

Because it's customer service is not good.

Because I sometimes go to bank with some work, the atmosphere is not good at all there.

No employee here does their job well, expect some employes.

So I don't like state bank of hayderabad.

Thanks for reading my review.",1,-2
"Jul 1, 17 10:09",01/07/17,"I have an account in state bank of Hyderabad because I thought that it would be nice. Their customer service is worst I wonder why I created an account in it? But what could I do now. They don't care about their customers. For a work to be done we have to go again and again to the bank and get our work done. I'll give you an example when I wanted to create a debit card for me I submitted all the documents with my details required to get a debit card but I couldn't get it for about 4-5 months. Then I went to the bank and asked for it they said that I will take more few days to come. After a few days my debit card was successfully delivered to me but still the pin of the card was needed and for that I took about 10-15 trips of bank, filled many forms and then finally one day I got my ATM pin. So I gave my experience on it so you decide to choose a good bank.",1,-2
"Jul 11, 17 1:25",11/07/17,"I have loan account in the bank. Its awesome. The branch staff is really good. Customer service is impressive. They helped me to borrow home loan in the bank through collection of various documents etc. They have various phone banking application.

I used two apps for loan account balance. It shows me my balance periods and interest and principle amount deducted in my loan account also balance load amount. Other one is for banking account to move and receive fund from other bank and vice versa. ATMs are available in most the places. There is no cash problem and ATM machine always working fine in the rainy season also.",4,1
"Jul 13, 17 3:04",13/07/17,Hello friends! I have account on state bank of hyderabad my friend suggested to open account in this bank she said it is very good bank when I opened this bank that time I feel happy and I also thought it is better then another banks but it is very waste bank if we have any problem and we tell to bank manager or employer's they will tell u k ur problem will be solved u can go happily but they will slove our problem but after a long time they don't care about people and there is no respect for peoples I don't like this bank.,1,-2
"Jul 15, 17 12:50",15/07/17,"State bank of Hyderabad is the states bank of India sub group. Recently it is merged with the state bank of India. I have a account in the state of Hyderabad. Iam using it since 4 years. Two days before my account was debited with 70rupeea.I checked the mini statement history for that amount deduction. It was showed me as the penalty amount for minimum amount maintenance.

But I maintained the more than 1000 rupees in my account every month. But on one day I used my debit card for mobile recharge. Then my account was debited with small amount. After that day I deposited the extra amount also. But the money was debited as penalty for nonmaintenance. It is the worst thing I have seen. I don't want to proceed with state bank of Hyderabad. I just want to choose my account and open it in the other banks.",1,-2
"Aug 2, 17 2:19",02/08/17,I have a account in state bank of Hyderabad. Since from last 6.years.n I have very bad experience with this bank. Very bad service of state bank of Hyderabad. I applied for the new ATM card n I waited 2 months for my new ATM card.n when I asked to the branch officer about the ATM they always say that ur application is under process.very bad experiences. N now state bank of Hyderabad is merch with state bank of India and the new rule is we have to put minimum 5000 balance in our account otherwise they deduct the fine.!,1,-2
"Aug 7, 17 3:45",07/08/17,"We all know these bank are famous and well known. But its staf and officers are not behaving well. If someone having problem and he is asking for helo to some officer, that officer told that this is not my problem you have to meet with other, and then if he or she meet with other officer he also give same answer. If some new scheme or offer then they have to explain clearly to every customer so that they can get benifit of that offer and scheme. All other Services of these banks are good. But above problems are there.",1,-2
"Aug 10, 17 11:16",10/08/17,Worst bank in the banking industry just because of the SBM staff their staffs are soo arrogant with the customers. ATM machines availability is good because we can use state bank group ATM so I opened an account in this SBM. If you are a internet banking user with SBM I know surely you have faced the server issues and the password issue shows only(password are case sensitive) and one more main thing is that if you go to any non home branch for SBM then you will charged extra commission for the deposit and withdrawal also,1,-2
"Aug 18, 17 8:40",18/08/17,"Hello friends today I am going to share my experience of banking with state bank of patiala karala village branch near dispensery

I am holding an account from few years but really disappointed with the services we are getting like there is shortage of staff and it took almost 2 hours for your turn due to heavy rush

I think banking should not be like this and if we want them competing with private banks there should be adequate staff and resources now with this customer service is hampering

Banking experiene of banking with state bank is not fruitful due to heavy rush and hours to complete a work.

Customer service of the bank which should be the main crux of a bank is hampered due to this

As I am saying karala branch is a rural branch so mobile banking and internet banking there does not serve the purpose and after that both of the services from sbi is not good everytime we need to visit the branch

Atm of the sbi are many in numbers and good in performance",1,-2
"Aug 19, 17 1:14",19/08/17,"I have an account on state bank of bikaner and jaipur I heard so much good about this bank so I open an account there . But im not satisfied by their service at all.

Firstly thier atm card doesnt work on all atm s and they dont have many atms in jaipur . I find it very hard to withdraw my money.

Second when I went to bank to apply for a visa card they keep sending me desk to desk for about an hour. They took just 2 hours for a small procedure of form filling.

And it took almost 3 weeks to get my card delivered. Also I specifically applied for international card but when I shop on any international sites my payment failed sometimes.

Internet banking works fine but thier customer service is very slow and need so much improvment they take double time to do any process.

I will give 2 out of 5.",2,-1
"Aug 24, 17 6:08",24/08/17,"State Bank Of Hyderabad Now which has merged with State Bank Of India Guys my father was having the saving account in this Bank since last 2004. My father died in 2013, there was some money in my father's account, For which I demanded to withdraw but the bank's authorize person Named Shahid ( Branch Rauza Bagh, Aurangabad MS) told me to close the account then only we can give you the money available in the account ! He told me that it would take some time to check the nominee I told them that my brother is nominee I know but he said you come next week we will check and then process it. Almost thee months I wasted to withdraw 4600/- Rupees from my father's account, So this is what SBH Called Customer Service ! ! Giving 1 star becouse here is no option to give less than 1 star ! ! !",1,-2
"Sep 1, 17 4:25",01/09/17,"I have an savings account in SBH since 4 yrs in the beginning it seems to be a good one but from past one year I felt this bank as worst bank because the service provided by them are very low quality no proper responce for my enquiers I had applied for a net banking account in SBH last year they said username will come to ur phone number and password will come to your home, the password had came but the username didnt come to my number I approched to bank many times but no proposer responce every time when we withdraw amount they are charging more than many banks they were debiting every month lot of money without knowing us only I use to do many withdraws every month and it talking lot of money for a poor service only im trying to change my bank for this purpose only hope u people will avoid this bank. Even this week I lost 250 rs without any reason I repeatedly called 5 times today and asked for reason there are all like server is not responding .hell with the bank want to change the bank and I kindly suggest to no go for this bank . We don't have a zero rating so giving 1 but it don't worth that also",1,-2
"Sep 26, 17 8:37",26/09/17,"I just got disppointed by this bank because of its employees and the service what they offer .now the bank dosnt meet the standered of banking.there are no enough staffs to handle the customers in bank. Foe depositing , withdrawal or anyother service from bank we have to take token and wait for a long time.the staffs are busy in thir own work.once in went to get the renewel of my debit card it got expired I just got into bank around 11 in the afternoon waited till 2 to get the card.if at all we are ging to ask again whats the progress the staffs will start getting angry.so better to choose a good bank.",1,-2
"Oct 16, 17 10:48",16/10/17,"I have my account in the State Bank of Hyderabad I have my account in this banks since 2 years so I want to share my experience about that bank with all of you. I think this bank is a good bank because the services provided by them to the customer is very good according to me before some days I have applied for the ATM card in this bank and they have correctly provided my ATM card within the span of some days so I want to tell that they have known the services and requirement of the customers after that I have issued my password in the ATM card so that is probably good thing that they are having to the customer services. I have applied for the mobile Internet banking and they have given me the assistant that in 10 days they will provide user id and password of them and they have complete their challenge basically

I would withdraw my money so many times in a month at anytime they didn't have deducted too much money from my account so they are dependent on the customer service rather than they are following The Other extra thing which are conducted by the other banks now I come on the staff and the services who is so supporting that in which way we have to complete a problem of bank they give us a proper way I think it is the best bank and I will never cancel my account from this Bank.",5,2
"Oct 18, 17 6:34",18/10/17,State Bank of hyderabad is a very good bank in India and it maintains also very good but now condition it very bad condition because they bring the lot of rules and regulations and it manly people are facing loans problems it very worst condition mainly government providers a loan but the bank manager said that it completed and also say that where are not giving saying and they are not responsible to the consumer,3,0
"Nov 21, 17 2:54",21/11/17,"Hello friend today I am going to tell about my real experience about this state bank of Hyderabad so everyone knows that this one is the indian bank and many branch in all over the India. Headquarters of state bank of Hyderabad is gunfoundry, abids Hyderabad in telangana and I also have here about this bank that this is a good bank but so many employees all the same is not good.

There are many types facility in this bank

1) saving account facility

2) current account facility

3) corporate banking

4) mobile banking

5) internet banking and Creadit card facility and as well as insurance facility.

In this bank have in my our district only one have bank and this bank not looking like well and there are no ATM machine in nearly of this bank and don't have ATM machine of this bank in our district.

And I have saving account of state bank of Hyderabad and I am using this account last 4 year and in this bank doesn't gives more interest in saving account and you can limit withdrawal money otherwise you balance will cute.

And as well as phone banking is not good of this bank and internet banking too.

When you will applie for loan in this bank then you will not get loan hurry up in this bank and as well as costumer service is not good in this bank that's why I don't like this one bank all my friends informed that don't opening account in this bank otherwise you will be disadvantage.

That's all my all friends

Thank you.",1,-2
"Dec 3, 17 7:45",03/12/17,"State Bank of Travancore is a Bank which is also known as SBT and is now Incorporated into State Bank of India ( SBI) . I had some banking experience with SBT. The functions of SBT is all like SBT. The Bank will take unnecessary charges and The Bank will not inform us before making charges from our account. We will get an idea only after checking our balance and the reason for loss of money will not be informed clearly. The interest policies of the Bank for all kinds of accounts are good. They are providing facilities like Debit and Credit cards, mobile banking, internet banking etc. Bank introduced mobile applications for mobile banking. Bank's credit and debit cards can be used in ATMs, for online shopping, for online payments etc. Through core banking system we can use the cards in any ATMs any where in India. So there is no problems of lack of ATMs. Customer care and support provided by the bank through it's branch , through phone, and through emails are very bad in my experience. They have no time to hear our problems and they will not provide any information or solution to our problems. At last I stopped using SBI. Overall I had a very bad experience.",1,-2
"Dec 11, 17 11:59",11/12/17,"Very bad experience to maintain account in SBH bad service, employee are react very badly with customer I have given my application for updating my cell number employee has told me will update it within two days but its 2 weeks now it havent updated yet.i suggest to maintain account in HDFC ANd ICCI bank they respect customers give good service",1,-2
"Jan 3, 18 9:17",03/01/18,"They do not have proper procedure to settle the issues. Bank employees are not co-operative and do not have value for customers money. They are hanging the issues forever. The treatment with customers are very bad.(SBH, Old Jalna, Maharashtra). In single visit any banking work is impossible, we have to visit many times and follow-up to the branch.",1,-2
"Feb 15, 18 8:14",15/02/18,"Hello everyone today I am going to share my experience with travancore bank . There is one branch in airoli . It is one of the best bank in airoli .

It is in sector 19 . Earlier they have more staff . It was helpful . Phone banking is not available . Due to less staff , you have to waste your 2 days for simple fd renewal policy . Their half staff is supportive , half not . They helped people during note ban by giving people right information & give extra money than their 2000 rs. Limit .

Overall it is ok bank .",3,0
